,English_title_token,Telugu_title_token
5509,BATHINAPADU,బతినపాడు
5510,PARITALA,పరిటాల
5511,GANIATUKURU,గణియతుకూరు
5512,KUNIKINAPADU,కునికినపాడు
5513,-.I.,I
5514,JUJJURU,జుజ్జూరు
5515,VELLANKI,వెల్లంకి
5516,JAMMAVARAM,జమ్మవరం
5517,DUGGIRALAPADU,దుగ్గిరాలపాడు
5518,GANGINANIPALEM,గంగినానిపాలెం
5519,TELLADEVARAPADU,తెల్లదేవరపాడు
5520,CHEVUTURU,చెవుటూరు
5521,BHIMAVARAPPADU,భీమవరప్పాడు
5522,ATUKUR,అటుకుర్
5523,VIDYANAGARAM,విద్యానగరం
5524,KAVULURU,కవులూరు
5525,VELAGALERU,వెలగలేరు
5526,HAVELI,హవేలీ
5527,CHEGIREDDIPADU,చెగిరెడ్డిపాడు
5528,MORUSUMILLI,మొరుసుమిల్లి
5529,LAXMINARSIMHAPURAM,లక్ష్మినరసింహపురం
5530,THOLUKODU,తొలుకోడు
5531,JANGALAPALLE,జంగాలపల్లె
5532,BORRAGUDEM,బొర్రగూడెం
5533,SABJAPADU,సబ్జపాడు
5534,PONDUGULA,పొండుగుల
5535,ANNATHAVARAM,అన్నతవరం
5536,VELVADAM,వెల్వడం
5537,KEERTHIRAYANIGUDEM,కీర్తిరాయనిగూడెం
5538,VEDURUBEEDEM,వెదురుబీడెం
5539,MAREPALLI,మరేపల్లి
5540,POLISETTIPADU,పొలిసెట్టిపాడు
5541,VALLAMPATLA,వల్లంపట్ల
5542,GOLLAMANDALA,గొల్లమందల
5543,KAMMAMPADU,కమ్మంపాడు
5544,ATLAPRAGADA,అట్లప్రగడ
5545,MATRIATHANDA,మాట్రియాతండా
5546,REPUDI,రేపూడి
5547,RTH,ఆర్.టి.హెచ్.
5548,KUMMARAKUNTA,కుమ్మరకుంట
5549,CHEEMALAPADU,చేమలపాడు
5550,VENKATATHANDA,వెంకటతండ
5551,KRISHNARAOPELAM,కృష్ణరావుపాలెం
5552,KRISHNARAO,కృష్ణరావు
5553,LIG,ఎల్.ఐ.జి.
5554,UMMADIDEVARAPALLI,ఉమ్మడిదేవరపల్లి
5555,NEMALI,నెమలి
5556,KONIJERLA,కొనిజర్ల
5557,ARLAPADU,ఆర్లపాడు
5558,GULLAPUDI,గుళ్లపూడి
5559,SOBBALA,సోబ్బల
5560,SATAYAPADU,సతయపాడు
5561,MEDURU,మేడూరు
5562,CHINTALANARVA,చింతలనర్వ
5563,PENUGOLANU,పెనుగొలను
5564,JINKALAPALEM,జింకలపాలెం
5565,DUNDIRALAPADU,దుందిరాలపాడు
5566,MALLEMPADU,మల్లెంపాడు
5567,TUNIKIPADU,తునికిపాడు
5568,BHAGAVANULAPURAM,భగవానులపురం
5569,GOSAVEEDU,గోసవీడు
5570,(Urudu),(ఉర్దూ)
5571,VANAMAREDDIGUDEM,వనమారెడ్డిగూడెం
5572,CHINAKONIRA,చినకొనిర
5573,KANUMURU,కనుమూరు
5574,VINAGADAPA,వినగడప
5575,NARIKAMPADU,నరికంపాడు
5576,MUNUKULLA,మున్నుకుల్లా
5577,AKKAPALEM,అక్కపాలెం
5578,RAJUPET,రాజుపేట
5579,THOKAPALLI,తోకపల్లి
5580,ERUKULA,ఎరుకుల
5581,SANJEEVAPURAM,సంజీవపురం
5582,PATA,పాటా
5583,KOKILAMPADU,కోకీలంపాడు
5584,NADIMI,నడిమి
5585,TIRUVURU,తిరువూరు
5586,FACTORY,ఫాక్టరీ
5587,GAJULAMALAPALLI,గాజులమాలపల్లి
5588,MUSTIKUNTLA,ముస్తీకుంట్ల
5589,SURAVARAM,సురవరం
5590,RAJEEVNAGAR,రాజీవ్‌నగర్
5591,TEKULAPALLI,టేకులపల్లి
5592,CHIKKALLAGUDEM,చిక్కళ్లగూడెం
5593,ANJANEYAPURAM,అంజనేయపురం
5594,RAYAGUDEM,రాయగూడెం
5595,KAKARLA,కాకర్ల
5596,MALLELA,మల్లెల
5597,VEMIREDDIPALLE,వేమిరెడ్డిపల్లి
5598,SATHENAGUDEM,సతేనగూడెం
5599,THUVVACHILAKA,తువాచిలక
5600,KORLAMANDA,కొర్లమంద
5601,KALAGARA,కలగర
5602,LT,ఎల్.టి.
5603,PUTRELA,పుత్రేల
5604,JANALAGADDA,జనలగడ్డ
5605,TELLA,తెల్ల
5606,DEVARAPALLE,దేవరపల్లె
5607,CHANDRUPATLA,చంద్రుపట్ల
5608,PLT,పి.ఎల్.టి.
5609,MAREMANDA,మరేమండ
5610,GOWRAMPALEM,గౌరంపాలెం
5611,3&,3&
5612,4.,4
5613,VSPT,వి.ఎస్.పి.టి.
5614,VISSANNAPET,విస్సన్నపేట
5615,GG,జి.జి.
5616,KUNAPARAJUPARVA,కునపరాజుపర్వ
5617,SEETHARAMPURAM,సీతారాంపురం
5618,(Thanda),(తండా)
5619,KOTHAREDDIGUDEM,కొత్తరెడ్డిగూడెం
5620,VEMPATIGUDEM,వెంపటిగూడెం
5621,NAKKALAGUDEM,నక్కలగూడెం
5622,(RAGHAVAPURAM),(రాఘవపురం)
5623,KUDAPA,కూడప
5624,(TANDA),(తండా)
5625,REDDIKUNTA,రెడ్డికుంట
5626,VELAGALAGUDEM,వెలగలగూడెం
5627,MUNDADUGU,ముందడుగు
5628,(RANGAPURAM),(రంగాపురం)
5629,BURUGAGUDEM,బురుగగూడెం
5630,(D,(డి.
5631,TADIGUDEM,తాడిగుడెం
5632,NAGULURU,నగులూరు
5633,PATANAGULURU,పాతనాగులూరు
5634,TADEPALLE,తాడేపల్లి
5635,SHAHABAD,షహాబాద్
5636,RAYANAPADU,రాయనపాడు
5637,SURAYAPALEM,సూరాయపాలెం
5638,NUNNA,నున్నా
5639,(J.,(జె.
5640,PRASADAMPADU,ప్రసాదంపాడు
5641,ENIKEPADU,ఎనికేపాడు
5642,(TATAPURAM),(తాతపురం)
5643,(D.M.,(డి.ఎం.
5644,NAGAR),నగర్)
5645,DONE,డన్
5646,ATKURU,అత్కూరు
5647,YANAMALA,యనమల
5648,(G.,(జి.
5649,C.),సి.)
5650,(C.,(సి.
5651,(I.,(ఐ.
5652,(s.,(ఎస్.
5653,Pet),పేట)
5654,PENAMALURU,పెనమలూరు
5655,(CENTRAL),(సెంట్రల్)
5656,(L.,(ఎల్.
5657,TADIGADAPA,తడిగడప
5658,Nagar),నగర్)
5659,VANUKURU,వణుకూరు
5660,GOSALA,గోసాల
5661,(Tel),(టిఈఎల్)
5662,K.N.,కె.ఎన్.
5663,KANURU,కానూరు
5664,"MURALINAGAR,",మురళీనగర్
5665,ROYYURU,రొయ్యూరు
5666,RAVICHETTU,రావిచెట్టు
5667,CHINAPULIPAKA,చినపులిపాక
5668,KALINAIDIBBA,కాలినైదిబ్బ
5669,KALASAMALAPALLI,కలసమాలపల్లి
5670,BHADRIRAJUPALEM,భద్రిరాజుపాలెం
5671,YAKAMURU,యాకమూరు
5672,KANAKAVALLI,కనకవల్లి
5673,CHAGANTIPADU,చాగంటిపాడు
5674,KALLAMVARIPALEM,కల్లంవారిపాలెం
5675,POTTIDIVI,పొట్టిదివి
5676,GURIVINDAPALLI,గురివిందపల్లి
5677,MANTHENA,మంతెన
5678,EDUPUGALLU,ఈడుపుగల్లు
5679,KOLAVENNU,కొలవెన్ను
5680,JAGEERUPALEM,జాగీరుపాలెం
5681,KONATHANAPADU,కొనతనపాడు
5682,YERLAGADDAVARIPALEM,యేర్లగడ్డవారిపాలెం
5683,CHALIVENDRAPALEM,చలివేంద్రపాలెం
5684,NEPPALLI,నెప్పల్లి
5685,KANDALAMPADU,కందలంపాడు
5686,SURAMPALLI,సూరంపల్లి
5687,(SUGALIPETA),(సుగలిపేట)
5688,MADALAVARI,మదలవారి
5689,CHANUPALLIVARIGUDEM,చనుపల్లివారిగూడెం
5690,SURAMPALLE,సూరంపల్లె
5691,KONDAPAVULURU,కొండపావులూరు
5692,GOLLANAPALLI,గొల్లనపల్లి
5693,CHIKKAVARAM,చిక్కవరం
5694,METLAPALLI,మెట్లపల్లి
5695,TEMPALLI,తెంపల్లి
5696,BALLIPARU,బల్లిపరు
5697,VEERAPANENIGUDEM,వీరపనెనిగూడెం
5698,BAHUBALAENDRUNGUDEM,బాహుబాలేంద్రంగూడెం
5699,PURUSHOTHAPATNAM,పురుషోత్తపట్నం
5700,VEDURUPAVULURU,వెదురుపావులూరు
5701,KESARAPALLI,కేశారపల్లి
5702,(SUNDARAIAHNAGAR),(సుందరయ్యనగర్)
5703,(DURGAPURAM),(దుర్గాపురం)
5704,CHECHULA,చెచుల
5705,GANNAVARAMCHINTALAPETA,గన్నవరంచింతలపేట
5706,ALLAPURAM,అల్లాపురం
5707,BUDDHAVARAM,బుద్ధవరం
5708,BUDHAVARAM,బుద్ధవరం
5709,(RAJIV,(రాజీవ్
5710,DAVAJIGUDEM,దవాజిగూడెం
5711,EDARA,ఎదర
5712,MALLIBOINAPALLE,మల్లిబోయినపల్లె
5713,VATTIGUDIPADU,వట్టిగుడిపాడు
5714,ANATASAGARAM,అనంతసాగరం
5715,EDULAGUDEM,ఎదులగూడెం
5716,KALATUR,కలతూర్
5717,AGIRIPALLI,అగిరిపల్లి
5718,SINGANNAGUDEM,సింగన్నగూడెం
5719,SARNALAGUDEM,సర్నాలగూడెం
5720,AMMAVARIGUDEM,అమ్మవారిగూడెం
5721,(KOTHA,(కొత్త
5722,(KONDA,(కొండ
5723,(YADAVA,(యాదవ
5724,BAZAR),బజార్)
5725,CHINAAGIRIPALLI,చినాగిరిపల్లి
5726,BODDANAPALLE,బొద్దానపల్లె
5727,POTHAVARAPPADU,పోతవరప్పాడు
5728,NEKKALAM,నెక్కలం
5729,GOLLAGUDEM,గొల్లగూడెం
5730,ADIVINEKKALAM,అడివినెక్కలం
5731,(TKMPALLI),(తక్ష్పల్లి)
5732,NARASINGAPALEM,నరసింగపాలెం
5733,KUKKALA,కుక్కలా
5734,SIDHARDHA,సిద్ధార్థ
5735,LEELA,లీల
5736,MITTAGUDEM,మిట్టగూడెం
5737,DIGAVALLI,దిగవల్లి
5738,MUKKOLLUPADU,ముక్కొల్లూపాడు
5739,SW,ఎస్.డబ్ల్యూ.
5740,VENKATADRIPURAM,వేంకటాద్రిపురం
5741,KUKKALAGUDEM,కుక్కలగూడెం
5742,OGIRALA,ఓగిరాల
5743,SUNKOLLU,సుంకొల్లు
5744,ENAMADALA,ఎనమందల
5745,BATHULAVARIGUDEM,బత్తులవారిగూడెం
5746,RAVICHERLA,రావిచెర్ల
5747,KONDAMGUNTA,కొండంగుంట
5748,AMRUTHA,అమృత
5749,BORAVANCHA,బోరవంచ
5750,PATHAPETA,పాతపేట
5751,NZD,ఎన్.జెడ్.డి.
5752,POTHUREDDIPALLE,పోతురెడ్డిపల్లి
5753,JANGAMGUDEM,జంగంగూడెం
5754,RAMANNAGUDEM,రామాన్నగూడెం
5755,COMPLEX,కంప్లెక్స్
5756,MORSAPUDI,మోర్సపూడి
5757,VEMPADU,వెంపాడు
5758,MEERJAPURAM,మీర్జపురం
5759,MOKHASA,మొఖాస
5760,SOBHANAPURAM,సోభానాపురం
5761,AZARAIAH,అజరయ్య
5762,th,వ
5763,BAPUNAGAR,బాపునగర్
5764,SRR,ఎస్.ఆర్.ఆర్.
5765,TURUPUPET,తూరుపుపెట్
5766,KRISHNARAOPALEM,కృష్ణరావుపాలెం
5767,CHANUBANDA,చనుబండ
5768,SURAMPLAEM,సురంపాలెం
5769,NARASIMHARAOPALEM,నరసింహరావుపాలెం
5770,PITTALAVARIGUDEM,పిట్టలవారిగూడెం
5771,GB,జి.బి.
5772,PARVATAPURAM,పర్వతపురం
5773,MANGAPETA,మంగపేట
5774,CHEPURUGUDEM,చేపురుగూడెం
5775,MB,ఎం.బి.
5776,KOTAPADU,కోటపాడు
5777,GANTIPADU,గంటిపాడు
5778,SLT,ఎస్.ఎల్.టి.
5779,BURUGUGUDEM,బూరుగుగూడెం
5780,CHATRAI,చట్రాయ్
5781,MANKOLLU,మంకొల్లు
5782,ERRAVARIGUDEM,ఎర్రవారిగూడెం
5783,MARLAPALEM,మర్లపాలెం
5784,OHW,ఓ.హెచ్.డబ్ల్యూ.
5785,TUMMAGUDEM,తుమ్మగూడెం
5786,CW,సి.డబ్ల్యూ.
5787,JANARDHANAVARAM,జనార్ధనవరం
5788,EDW,ఈ.డి.డబ్ల్యూ.
5789,CHITTAPUR,చిట్టాపూర్
5790,BACHAVARAPPADU,బచవరప్పాడు
5791,CHAKKAPALLI,చక్కపల్లి
5792,AKKIREDDIGUDEM,అక్కిరెడ్డిగూడెం
5793,CHINTALAVALLI,చింతలవల్లి
5794,NELAPATIVARIKUNTA,నేలపాటివారికుంట
5795,SILK,సిల్క్
5796,BHARATHINAGAR,భారతీనగర్
5797,HARICHADRAPURAM,హరిచంద్రాపురం
5798,VELPUCHERLA,వెలుపుచెర్ల
5799,KOYYURU,కొయ్యురు
5800,BOMMULURU,బొమ్ములూరు
5801,BAPULAPADU,బపులపాడు
5802,(NUZ,(ఎన్.యు.జెడ్.ఆర్.
5803,RS),ఎస్.)
5804,VELERU,వెలరు
5805,(NORTH),(నోర్త్)
5806,REMALLE,రేమల్లే
5807,KOTHAREMALLE,కొత్తరేమల్లే
5808,MALLAVALLI,మల్లవల్లి
5809,RAYANNAPALEM,రాయన్నపాలెం
5810,AMPAPURAM,అంపాపురం
5811,SITARAMPURAM,సీతారాంపురం
5812,UMAMAHESWARA,ఉమామహేశ్వర
5813,VEERAVALLI,వీరవల్లి
5814,KANUMOLU,కనుమోలు
5815,(KL,(కె.
5816,OF),ఎల్.)
5817,PERIKEDU,పెరికేడు
5818,PERIKEEDU,పెరికీడు
5819,(SOUTH),(సౌత్)
5820,KAKULAPDU,కాకులపాడు
5821,ARUGOLANU,అరుగోలను
5822,TIPPANAGUNTA,తిప్పనగుంట
5823,AVUTAPALLE,అవుటపల్లె
5824,NARAYAAPPARAOPET,నారాయఅప్పారావుపేట్
5825,TELAPAROLU,తెలపరోలు
5826,PONUKUMADU,పోనుకుమాడు
5827,GNT,జి.ఎన్.టి.
5828,VELENUTALA,వెలెనుటల
5829,UNGUTURU,ఉంగుటూరు
5830,AMUDALAPALLE,ఆముదాలపల్లి
5831,ELUKAPADU,ఎలుకపాడు
5832,VELDIPADU,వెల్లడిపాడు
5833,MANIKONDA,మణికొండ
5834,KN,కె.ఎన్.
5835,CHIKINALA,చికినాల
5836,MADHIRAPADU,మధిరపాడు
5837,INDUPALLE,ఇందుపల్లె
5838,AKUNURU,అకునూరు
5839,KATURU,కాటూరు
5840,KALAVAPAMULA,కలవపాముల
5841,MUDUNURU,ముదునూరు
5842,GURAZADA,గురజాడ
5843,TADANKI,తడంకి
5844,MANTADA,మంటాడ
5845,URUDU,ఉర్దూ
5846,INAMPUDI,ఐనంపూడి
5847,MULLAPUDI,ముల్లపూడి
5848,HANUMANTHAPURAM,హనుమంతాపురం
5849,VEERANKI,వీరంకి
5850,FATHELANKA,ఫతేలంక
5851,MUTRASIPALEM,ముత్రాసిపాలెం
5852,PAMIDIMUKKALA,పమిడిముక్కల
5853,SEETARAMAPURAM,సీతారామపురం
5854,AGINAPARRU,ఆగినపర్రు
5855,BODDUVANIGUDEM,బొడ్డువానిగూడెం
5856,MUSLANAYAKAPALEM,ముస్లానాయకపాలెం
5857,KUDERU,కూడేరు
5858,INAPURU,ఇనపూరు
5859,NAMMITALAGUNTA,నమ్మితలగుంట
5860,YATTIVANIGUDEM,యట్టివానిగూడెం
5861,(MALALANKA),(మాలలంక)
5862,GOPALAKRISHNAPURAM,గోపాలకృష్ణపురం
5863,BHATLAPENUMARRU,భట్లపెనుమర్రు
5864,PEDASANAGALLU,పెదసానగల్లు
5865,MUTRASUPALEM,మూత్రసుపాలెం
5866,KARAKAMPADU,కరకంపాడు
5867,AYYANKI,అయ్యంకి
5868,CHINAMUTHEVI,చినముతేవి
5869,CHAKRADHARA,చక్రధర
5870,AVURUPUDI,ఆవురుపూడి
5871,(LAKU),(లకు)
5872,MAKULAVARIPALEM,మకులవారిపాలెం
5873,MALLESWARAM,మల్లేశ్వరం
5874,VEERAYALANKA,వీరయలంక
5875,PALANKIPADU,పాలంకిపడు
5876,PEDAMUTHEVI,పెడముతేవి
5877,YADDANAPUDI,యద్దనపూడి
5878,MOVVAPALEM,మొవ్వపాలెం
5879,J.J.,జె.జె.
5880,KUMPATI,కుంపటి
5881,VANI,వాణి
5882,VEMULAMADA,వేములమాడ
5883,KOSURU,కోసూరు
5884,K.T.,కె.టి.
5885,PADDARAYUDUTHOTA,పెద్దరాయుడుతోట
5886,SRIKAKULAM,శ్రీకాకుళం
5887,SURAPANENIVARIPALEM,సురపనేనివారిపాలెం
5888,VEERAMACHENENIVARI,వీరమచెనేనివారి
5889,GOGINENIPALEM,గోగినేనిపాలెం
5890,PAP,పాప
5891,AVINASANAM,వినాశనం
5892,KODALI,కొడాలి
5893,MALLAMPALLI,మల్లంపల్లి
5894,CHITTURU,చిత్తూరు
5895,BOLLAPADU,బొల్లపాడు
5896,GHANTASALA,ఘంటసాల
5897,(BOYS),(బాలురు)
5898,(SAMAIKYATA,(సమైక్యత
5899,TADIPALLI,తాడిపల్లి
5900,KALLEPALLI,కల్లేపల్లి
5901,JODUGUDEM,జోడుగూడెం
5902,CHITTURPU,చిట్టూర్పు
5903,DEVARAKOTA,దేవరకోట
5904,DALIPARRU,దాలిపర్రు
5905,PUSHADAM,పుషాదం
5906,YANDAKUDURU,యందకుదురు
5907,VELIVOLU,వెలివోలు
5908,NIMMAGADDA,నిమ్మగడ్డ
5909,NADELLAVARI,నాదెళ్లవారి
5910,PURITIGADDA,పురిటిగడ్డ
5911,KAMATHAVANIGUDEM,కామతవానిగుడెం
5912,8W),8డబ్ల్యూ.)
5913,NARAYANARAO,నారాయణరావు
5914,MADA,మాడా
5915,MANGALAPURAM,మంగలాపురం
5916,ENAYIPALEM,ఎనయిపాలెం
5917,PATHAMAJERU,పాతమాజేరు
5918,MAJERU,మాజేరు
5919,PATCHAVARILANKA,పట్చవారిలంక
5920,UTTARAPALEM,ఉత్తరపాలెం
5921,KATPANUPALEM,కట్పానుపాలెం
5922,MATTAVANIGUDEM,మట్టవానిగూడెం
5923,PEDAPROLU,పెదప్రోలు
5924,KAKIVANIPALLI,కాకివానిపల్లి
5925,NEHRUPURAM,నెహ్రూపురం
5926,RAVIVARIPALEM,రవివారిపాలెం
5927,GANGIVARIMALAPALLI,గంగివారిమలపల్లి
5928,VIKALANGULA,వికలాంగుల
5929,BODAGUNTA,బోడగుంట
5930,MOPIDEVILANKA,మోపిదేవిలంక
5931,NAGAYATIPPA,నాగాయతిప్ప
5932,POCHIGANILANKA,పోచిగానిలంక
5933,KOSURIVARIPALEM,కోసూరివారిపాలెం
5934,MELLAMARTHILANKA,మెల్లమర్తిలంక
5935,CHIRUVOLU,చిరువోలు
5936,MERAKANAPALLE,మెరకనపల్లె
5937,TEKUPALLE,టేకుపల్లె
5938,RAJAPURAM,రాజపురం
5939,KALLEPALLE,కల్లెపల్లె
5940,MELLAMARRU,మెల్లమర్రు
5941,PULIGADDA,పులిగడ్డ
5942,AVANIGADDDA,అవనిగడ్డ
5943,VII,VII
5944,VYSYA,వైశ్య
5945,EDLANKA,ఎడ్లంక
5946,LANKAMMAMANYAM,లంకమ్మమాన్యం
5947,VALANDAPALEM,వలండపాలెం
5948,VIII,VIII
5949,VEKANURU,వెకనూరు
5950,NAGAYALANKA,నాగాయాలంక
5951,VAKKAPATLAVARIPALEM,వక్కపట్లవారిపాలెం
5952,KOTARU,కోటారు
5953,TUNGALAVARIPALEM,తుంగలవారిపాలెం
5954,BHAVADEVARAPALL,భవదేవరాపాల్
5955,MARIYAPURAM,మరియాపురం
5956,TALAGADADEEVI,తలగడదీవి
5957,SANGAMESWARAM,సంగమేశ్వరం
5958,PATHAUPAKALI,పాతఉపకళి
5959,KOTHAUPAKALI,కొత్తఉపకళి
5960,BARRANKULA,బర్రంకుల
5961,DEENADAYALAPURAM,దీనదాయలాపురం
5962,PEDAGOWDAPALEM,పెదగౌడపాలెం
5963,PULLAIAHGARIDIBBA,పుల్లయ్యగారిదిబ్బ
5964,ISUKAREVUMALAPALLI,ఇసుకరేవుమాలపల్లి
5965,PARRACHIVARA,పర్రచివర
5966,ETIMOGA,ఎటిమోగా
5967,PEDAKAMMAVARIPALEM,పెదకమ్మవారిపాలెం
5968,BRAHMAIAHGARIMULA,బ్రహ్మయ్యగారిముల
5969,GOLLAMANDA,గొల్లమంద
5970,JINKAPALEM,జింకపాలెం
5971,ELICHETLADIBBA,ఎలిచెట్లదిబ్బ
5972,EDURUMONDI,ఎదురుమొండి
5973,BADEVARIPALEM,బడేవారిపాలెం
5974,PITTALLANKA,పిట్టల్లంక
5975,SALEMPALEM,సలెంపాలెం
5976,NAREPALEM,నరేపాలెం
5977,PALAKAYATIPPA,పలకాయతిప్ప
5978,HAMSALADEEVI,హంసలదీవి
5979,HARIPURAM,హరిపురం
5980,SWATANTRAPURAM,స్వాతంత్రరపురం
5981,NAIDUPET,నాయుడుపేట్
5982,NAK,ఎన్.ఎ.కె.
5983,KAVANIDARI,కావనిదరి
5984,PEDAGUDUMOTU,పెదగుడుమోటు
5985,LINGAREDDIPALEM,లింగరెడ్డిపాలెం
5986,CHINTAKOLLA,చింతకొల్ల
5987,IRALI,ఇరాలి
5988,UTAGUNDAM,ఉతగుండం
5989,PINDIVANIDIBBA,పిండివానిదిబ్బ
5990,JONNALAVARIPALEM,జొన్నలవారిపాలెం
5991,JONNALAVARIMODI,జొన్నలవారిమోడీ
5992,SATTENAPALEM,సత్తెనపాలెం
5993,BOTLAVANIPALEM,బొట్లవానిపాలెం
5994,GIRIPURAM,గిరిపురం
5995,SATRAVAPALEM,సత్రవపాలెం
5996,KAMSALIPALEM,కంసలిపాలెం
5997,PATHAREDDIPALEM,పాతరెడ్డిపాలెం
5998,MANGINAPUDI,మంగినపూడి
5999,BUDDALAPALEM,బుడ్డలపాలెం
6000,BHAIRAGIPALEM,భైరాగిపాలెం
6001,ARISEPALLI,అరిశేపల్లి
6002,CHITTIPALEM,చిట్టిపాలెం
6003,ULLIPALEM,ఉల్లీపాలెం
6004,POTHIREDDIPALEM,పోతిరెడ్డిపాలెం
6005,SRINIVASANAGAR,శ్రీనివాసనగర్
6006,POTHEPALLE,పోతేపల్లె
6007,POTLAPALEM,పోట్లపాలెం
6008,TAVISIPUDI,తవిసిపూడి
6009,MEKAVANIPALEM,మేకవానిపాలెం
6010,KARAGRAHARAM,కారగ్రహారం
6011,KARA,కార
6012,GARALADIBBA,గారాలదిబ్బ
6013,GUNDUPALEM,గుండుపాలెం
6014,NELAKURRU,నెలకుర్రు
6015,SIMHACHALAM,సింహాచలం
6016,VADAGOYYI,వడగొయ్యి
6017,THUMMALAPALEM,తుమ్మలపాలెం
6018,RAMAKANDAM,రామకాండం
6019,YADARA,యాదర
6020,VD,వి.డి.
6021,VADA,వడ
6022,PATHERU,పాతేరు
6023,THUMMALACHERUVU,తుమ్మలచెరువు
6024,POLATITIPPA,పొలతితిప్ప
6025,DEVUNITHOTA,దేవునితోట
6026,DIBBALAMEDA,దిబ్బలమేడ
6027,PUMBALAGUDEM,పుంబాలగూడెం
6028,SIVAGANGA,శివగంగ
6029,SHABDULLAPALEM,శాబ్దుల్లపాలెం
6030,GANDRAM,గండ్రం
6031,KAPPALADODDI,కప్పలదొడ్డి
6032,GANJALAVARIPALEM,గంజాలవారిపాలెం
6033,NANDAN,నందన్
6034,GURIJEPALLI,గురిజేపల్లి
6035,KALAPATAM,కలపటం
6036,NARIKEDALAPALEM,నరికేదలపాలెం
6037,KOKANARAYANAPALEM,కొననారాయణపాలెం
6038,RAMARAJUPALEM,రామరాజుపాలెం
6039,CHITTIGUDURU,చిట్టిగూడూరు
6040,PARNASALA,పర్ణశాల
6041,TARAKATURU,తారకతూరు
6042,MADDIPATLA,మద్దిపట్ల
6043,MUDIRAJUPALEM,ముదిరాజుపాలెం
6044,(HINDU),(హిందూ)
6045,IDUGULLAPALLI,ఇడుగుల్లపల్లి
6046,KURUMADDALI,కురుమద్దాలి
6047,PEDAMADDALI,పెదమద్దాలి
6048,PEDDAMADDALI,పెద్దమద్దాలి
6049,KONDAYAPALEM,కొండయపాలెం
6050,ADDADA,అడ్డాడా
6051,KOMARAVOLU,కొమరవోలు
6052,ZAMIGOLVEPALLE,జమిగోళ్వేపల్లె
6053,ANKAMMAGUNTA,అంకమ్మగుంట
6054,JUVVANAPUDI,జువ్వనపూడి
6055,DEVANANDAPURAM,దేవానందపురం
6056,KORAMUKKUVANIPURAM,కోరముక్కువనీపురం
6057,CHOWDARIPETA,చౌదరిపేట
6058,KANCHERLAVANIPURAM,కంచెర్లవానిపురం
6059,RHG,ఆర్.హెచ్.జి.
6060,SYAMALAPURAM,శ్యామలపురం
6061,CHATLAVANIPURAM,చట్లవానీపురం
6062,RAPARLA,రాపర్ల
6063,UNDRAPUDI,ఉండ్రపుడి
6064,NIBHANUPUDI,నిభానుపూడి
6065,JUJJUVARAM,జుజ్జువరం
6066,PERISEPALLI,పెరిసేపల్లి
6067,PRAKARLA,ప్రాకర్ల
6068,NEMMALURU,నెమ్మలూరు
6069,SOMAVARAPPADU,సోమవరప్పాడు
6070,DOSAPADU,దోసపాడు
6071,NAGAPURAM,నాగపురం
6072,Main,మెయిన్
6073,MAHESWARAPURAM,మహేశ్వరపురం
6074,RAVULAPADU,రావులపాడు
6075,VENTRAPRAGADA,వెంట్రాప్రగడ
6076,PULAVARTHIVARIGUDEM,పులవర్తివారిగూడెం
6077,VANAPAMULA,పెదపారుపూడి
6078,MAin,మెయిన్
6079,ZAMIDINTAKURRU,జమిదింటకుర్రు
6080,BHUSHANAGULLA,భుషణగుల్ల
6081,PEDAPARUPUDI,పెదపరుపూడి
6082,PEDALINGALA,పెదలింగాల
6083,TAMIRISA,తమీరిస
6084,POLASIVARIPALEM,పోలసివారిపాలెం
6085,IMMANI,ఇమ్మని
6086,PEDAVIRIVADA,పెదవిరివాడ
6087,GHANTAVANIPALEM,ఘంటవానిపాలెం
6088,NANDIVADA,నందివాడ
6089,PAULPURAM,పాల్పురం
6090,PUTTAGUNTA,పుట్టగుంట
6091,CHEDURTHIPADU,చేదుర్తిపాడు
6092,NUTHULAPADU,నూతులపాడు
6093,NANDANAPUDI,నందనపూడి
6094,PONUKUMAD,పొణుకుమడ్
6095,NAGABHUSHANAPURAM,నాగభూషణపురం
6096,POLUKONDA,పొలుకొండ
6097,RUDRAPAKA,రుద్రపాక
6098,ANAMANAPUDI,అనమానపూడి
6099,GONGALLAMUDI,గొంగళ్లమూడి
6100,LINGAVARAM,లింగవరం
6101,SAIDEPUDI,సైదేపూడి
6102,GOLVEPALLI,గోల్వెపల్లి
6103,MOTURU,మోతూరు
6104,PARNASA,పర్నాసా
6105,CHILAKAMUDI,చిలకముడి
6106,MALLAYPALEM,మల్లయపాలెం
6107,BILLAPADU,బిల్లపాడు
6108,RIKSHAW,రిక్షా
6109,GANGADHARAPURAM,గంగదారపురం
6110,CHOWTAPALLE,చౌటపల్లె
6111,KALVAPUDI,కల్వపూడి
6112,DINTAKURRU,డింతకుర్రు
6113,YERUKAPADU,ఎరుకపాడు
6114,CHINAVANIGUDEM,చినవానిగూడెం
6115,POLIMETLA,పొలిమెట్ల
6116,KUCHIKAYALAPUDI,కుచికాయలపూడి
6117,ANGALURU,అంగలూరు
6118,VINNAKOTA,విన్నకోట
6119,SUBBICHERUVU,సుబ్బిచెరువు
6120,KATTAVANICHERUVU,కట్టవనిచెరువు
6121,JAMESPETA,జేమ్స్‌పేట
6122,CHINAGONNURU,చినగొన్నూరు
